"country","year","inflation","Inflation..GDP.deflator..annual...","Real.interest.rate....","Deposit.interest.rate....","lending_int","unemployment","Unemployment..total....of.total.labor.force...modeled.ILO.estimate.","iso3c","iso2c","adminregion","incomeLevel"
"Azerbaijan",2000,1.80500303704358,12.49277344827,6.36757336981937,12.8991666666667,19.6558333333333,11.7799997329712,11.7799997329712,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2001,1.54719590152278,2.51500997873335,16.7690793359589,8.45833333333333,19.7058333333333,10.9099998474121,10.9099998474121,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2002,2.77116471998268,4.21438616378032,12.6244059518584,8.65916666666667,17.3708333333333,10.039999961853,10.039999961853,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2003,2.23386492967051,6.9614651158669,7.94230103486082,9.54333333333333,15.4566666666667,9.17000007629395,9.17000007629395,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2004,6.70893042797785,9.2519655783619,5.92029112464695,9.18166666666667,15.72,7.98999977111816,7.98999977111816,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2005,9.67950731917054,14.7234965538356,2.00903637766661,8.52,17.0283333333333,7.26000022888184,7.26000022888184,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2006,8.32892482863207,11.3012191438311,5.89581519410153,10.5808333333333,17.8633333333333,6.61999988555908,6.61999988555908,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2007,16.6997549618245,21.0293286105984,-1.56862415007965,11.5566666666667,19.1308333333333,6.32999992370605,6.32999992370605,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2008,20.8490871772713,27.7774594260758,-6.27259256998514,12.2241666666667,19.7625,5.8600001335144,5.8600001335144,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2009,1.45704835970323,-18.84495708766,47.9010574811929,12.1958333333333,20.0291666666667,5.73999977111816,5.73999977111816,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2010,5.72687224669606,13.5458167330678,6.30070175438591,11.64,20.7,5.63000011444092,5.63000011444092,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2011,7.85833333333332,22.5243613092431,-2.88597952123588,10.8741666666667,18.9883333333333,5.42000007629395,5.42000007629395,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2012,1.06621339720313,2.88293299905827,15.0296068390824,10.215,18.3458333333333,5.19000005722046,5.19000005722046,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2013,2.41571745279411,0.445064411765756,17.6862205149359,9.89166666666667,18.21,4.96999979019165,4.96999979019165,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2014,1.3734418153318,-1.28499572615965,19.3916779591656,9.17166666666667,17.8575,4.90999984741211,4.90999984741211,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2015,4.02768573742728,-8.84969250599654,28.9454417632096,8.99833333333333,17.5341666666667,4.96000003814697,4.96000003814697,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2016,12.4433748584372,14.6714003926806,1.48583371041894,7.73289026685328,16.3752267159245,5,5,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2017,12.9359184187334,16.1724002396697,0.318578043981862,8.42833333333333,16.5425,4.96000003814697,5,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2018,2.26854690374005,12.1848769569654,4.69176997750507,10.2758333333333,17.4483333333333,4.94000005722046,4.90000009536743,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2019,2.61057182799216,-0.241307861812473,17.5649085415696,9.69416666666667,17.2812151745262,4.84999990463257,4.84999990463257,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Azerbaijan",2020,2.75980947008126,-7.58212302574306,26.7917042231463,8.69070698083209,17.1782012225111,7.15999984741211,6.46299982070923,"AZE","AZ","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2000,10.3162621289989,7.38085235773622,3.69016532146348,3.13847916666667,11.3433833333333,16.2199993133545,16.2199993133545,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2001,7.36093927231849,6.11773687252449,4.70517930488865,2.91938333333333,11.1107666666667,19.9200000762939,19.9200000762939,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2002,5.81014365721823,3.84837958613112,5.16085287213409,2.80316666666667,9.20784166666667,18.1100006103516,18.1100006103516,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2003,2.34864169582755,2.18941578092733,6.21781701870268,2.93229166666667,8.54336666666667,13.7299995422363,13.7299995422363,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2004,6.1471307424627,5.58155865026613,3.11585317719268,3.04970833333333,8.871325,12.039999961853,12.039999961853,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2005,5.03883807111907,6.59425062388337,1.93887822031078,3.08435,8.66098333333333,10.0799999237061,10.0799999237061,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2006,7.26159462769947,6.75647677739832,2.00086054456033,3.17256666666667,8.892525,8.94999980926514,8.94999980926514,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2007,8.40253419005894,11.0477772847817,-0.945548523157131,3.68195,9.99776666666667,6.88000011444092,6.88000011444092,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2008,12.3487195994021,8.10050423157742,2.55403135077707,4.44464166666667,10.861425,5.6100001335144,5.6100001335144,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2009,2.75320223914816,3.93802758235266,7.11671424761888,6.1775,11.335,6.82000017166138,6.82000017166138,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2010,2.43899060504117,0.764233396895648,10.3014064810926,4.076075,11.1443666666667,10.2799997329712,10.2799997329712,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2011,4.21990346601875,6.112979908139,4.25629214173815,3.36826666666667,10.6294583333333,11.2600002288818,11.2600002288818,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2012,2.95456829831017,1.11213679402751,8.50745697999523,3.08416666666667,9.71420833333333,12.2700004577637,12.2700004577637,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2013,0.890093540913032,0.0719620126108111,8.96499492994047,2.41330833333333,9.04340833333333,12.9399995803833,12.9399995803833,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2014,-1.41818380264842,1.34074019487281,6.83032456491182,1.65581666666667,8.26264166666667,11.4200000762939,11.4200000762939,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2015,-0.104633261008417,2.94678565677383,4.37321183091899,0.613891666666667,7.44886666666667,9.14000034332275,9.14000034332275,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2016,-0.798649886453611,3.32208191006247,2.97219597189042,0.173383333333333,6.39301666666667,7.57000017166138,7.57000017166138,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2017,2.06159619443137,4.81028842774043,0.600389441754796,0.0463083333333333,5.43955833333333,6.15999984741211,6.15999984741211,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2018,2.81454473824833,4.23265442376268,0.700903742954822,0.0274583333333333,4.963225,5.21000003814697,5.21000003814697,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2019,3.10372944796774,5.23681906149365,-0.653393683211312,0.0249666666666667,4.54920833333333,4.23000001907349,4.23000001907349,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Bulgaria",2020,1.67244096855762,4.20261923130272,0.128609149193396,0.0133083333333333,4.33663333333333,5.11999988555908,5.11999988555908,"BGR","BG","Europe & Central Asia (excluding high income)","Upper middle income"
"Costa Rica",2000,10.9615496593622,9.38971355218889,14.1690224895626,13.3819475,24.8891666666667,5.07999992370605,5.07999992370605,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2001,11.2556157091172,9.72093790550429,12.8615666326295,11.7716611108333,23.8327694441667,5.92000007629395,5.92000007629395,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2002,9.16752048509115,9.78688628207978,15.1473285633216,11.4583333330556,26.4166666666667,6.32999992370605,6.32999992370605,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2003,9.4475809161698,10.648236989175,13.497816820723,10.4097222222222,25.5833333333333,6.55999994277954,6.55999994277954,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2004,12.3148150178852,13.3503494311081,8.88855321136088,9.51388888888889,23.4255555555556,6.3899998664856,6.3899998664856,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2005,13.7982949108987,13.0133254430109,10.3018894848762,10.1425,24.6558333333333,6.57000017166138,6.57000017166138,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2006,11.4705968149052,12.984310488195,8.14628403303831,9.77166666666667,22.1883333333333,5.73999977111816,5.73999977111816,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2007,9.35724456417162,10.5167859476397,2.06443515899431,6.35083333333333,12.7983333333333,4.48999977111816,4.48999977111816,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2008,13.4244635507283,11.4237857844244,3.95222095944188,4.15,15.8275,4.78000020980835,4.78000020980835,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2009,7.84270167700652,9.7013309177228,9.13571634160675,6.95916666666667,19.7233333333333,7.71000003814697,7.71000003814697,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2010,5.66275708420023,6.62884486202418,9.81159318085716,5.32333333333333,17.0908333333333,7.17000007629395,7.17000007629395,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2011,4.87799830970698,4.59322514078751,11.045273895126,4.00916666666667,16.1458333333333,10.1400003433228,10.1400003433228,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2012,4.49545314354611,4.73363301380849,12.8696643077534,4.73861111111111,18.2125,9.77999973297119,9.77999973297119,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2013,5.23133614174423,4.59021167903097,10.1329957021467,3.8775,15.1883333333333,8.77000045776367,8.77000045776367,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2014,4.51920098516958,6.20692042030781,8.18791760540022,3.32277777777778,14.9030555555556,9.0600004196167,9.0600004196167,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2015,0.801982005099592,3.95521539724497,9.88706328663989,2.37083333333333,14.2333333333334,9,9,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2016,-0.0174788505908107,1.95876480210239,9.49388346141391,1.2125,11.6386111111111,8.60000038146973,8.60000038146973,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
"Costa Rica",2017,1.62590692991729,2.85888372776628,8.26983032757373,2.79433333333333,11.3651388888889,8.14000034332275,8.14000034332275,"CRI","CR","Latin America & Caribbean (excluding high income)","Upper middle income"
